Organization,Organization Name URL,Categories,Headquarters,Regions,Founded,Date_Period,ExitDate,ExitDatePrecision,LastFundingDate,LastFundingAmount,LastFundingAmountCurrency,LastFundingAmountUSD,LastFundingType,LastEquityFundingAmount,LastEquityFundingAmountCurrency,LastEquityFundingAmountUSD,FundingStatus,Top5Investors,NumberInvestors
Fortanix,https://www.crunchbase.com/organization/fortanix,"Computer, Cyber Security, Security","Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2016-07-01,month,,,2019-01-31,23000000,USD,23000000,Series B,23000000,USD,23000000,Early Stage Venture,"Foundation Capital, Inspovation Ventures, Intel Capital, NeoTribe Ventures",4
Cydarm,https://www.crunchbase.com/organization/cydarm,"Cyber Security, Information Technology, Security","Docklands, Victoria, Australia","Asia-Pacific (APAC), Australasia",2017-10-01,month,,,2018-11-23,500000,AUD,361700,Seed,500000,AUD,361700,Seed,"CyRise, Right Click Capital",2
Liopa,https://www.crunchbase.com/organization/liopa,"Biometrics, Computer, Cyber Security, Software","Belfast, Belfast, United Kingdom",European Union (EU),2015-01-01,year,,,2019-04-08,,,,Seed,,,,Seed,"AI Seed, Co-FundNI, EASME - EU Executive Agency for SMEs, Fund Twenty8, techstart",6
Bamboocloud,https://www.crunchbase.com/organization/bamboocloud,"Identity Management, Software","Nanshan, Hunan, China",Asia-Pacific (APAC),,,,,2019-05-13,15000000,USD,15000000,Series B,15000000,USD,15000000,Early Stage Venture,"Fortune Venture Capital, Oriental Fortune Capital, Ziyu Capital",3
Curtail,https://www.crunchbase.com/organization/curtail,"Intellectual Property, Network Security","Santa Barbara, California, United States","West Coast, Western US",2015-01-01,year,,,2019-04-16,3250000,USD,3250000,Seed,3250000,USD,3250000,Seed,Tarus Capital,1
Link Motion,https://www.crunchbase.com/organization/nqmobile,"Android, Apps, Mobile, PaaS, Privacy, SaaS, Security, Software, Wireless","Dongcheng, Shaanxi, China",Asia-Pacific (APAC),2005-10-04,day,2011-05-06,day,2018-07-20,,,,Corporate Round,,,,IPO,"Ceyuan Ventures, China AI Capital, GSR Ventures, Qualcomm, Sequoia Capital",5
Keezel,https://www.crunchbase.com/organization/keezel,"B2B, Cyber Security, Electronics, Hardware, Internet, Network Hardware, Network Security, Security, Software","Amsterdam, Noord-Holland, The Netherlands",European Union (EU),2015-01-01,year,,,2018-09-15,,,,Equity Crowdfunding,,,,,"ABN AMRO Bank, Indiegogo, StartEngine",3
"Knock Software, Inc",https://www.crunchbase.com/organization/knock-software-inc,"Security, Software","Portland, Oregon, United States","West Coast, Western US",2013-04-01,day,,,2018-10-18,2600000,USD,2600000,Venture - Series Unknown,2600000,USD,2600000,,,
Beetles Cyber Security Ltd.,https://www.crunchbase.com/organization/beetles,"Cloud Security, Consulting, Crowdsourcing, Cyber Security, Network Security, Penetration Testing, Security","Dhaka, Dhaka, Bangladesh",Asia-Pacific (APAC),2017-07-13,day,,,2019-03-13,20000000,BDT,237853,Seed,20000000,BDT,237853,Seed,BD Ventures,1
BioMetric Signature ID,https://www.crunchbase.com/organization/biometric-signature-id,"Biometrics, Identity Management, SaaS, Software","Lewisville, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",1995-01-01,year,,,2018-08-09,,,,Series A,,,,Early Stage Venture,,
Ao Graph,https://www.crunchbase.com/organization/ao-graph,"Information Technology, Internet, Security","Haidian, Beijing, China",Asia-Pacific (APAC),,,,,2018-12-11,100000000,CNY,14492753,Seed,100000000,CNY,14492753,Seed,"Redpoint Ventures China, Sharewin Investment",2
Guard Grabber Technologies Inc.,https://www.crunchbase.com/organization/guard-grabber-technologies-inc,"Apps, Mobile Apps, Physical Security, Real Time, Security","Santa Barbara, California, United States","West Coast, Western US",2018-07-03,day,,,2018-09-14,1000000,USD,1000000,Seed,1000000,USD,1000000,Seed,,
Federacy,https://www.crunchbase.com/organization/federacy,"Cyber Security, Internet, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2018-01-01,year,,,2018-08-20,120000,USD,120000,Seed,120000,USD,120000,Seed,Y Combinator,1
Foilchat Oy,https://www.crunchbase.com/organization/foilchat-oy,"Apps, Cyber Security, Enterprise Software, Messaging","Espoo, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",2013-11-01,month,,,2018-07-01,1000000,EUR,1167951,Seed,1000000,EUR,1167951,Seed,,
Sytorus,https://www.crunchbase.com/organization/sytorus,"Cyber Security, Information Services, Security","Dublin, Dublin, Ireland",European Union (EU),2013-01-01,year,,,2018-09-06,1700000,EUR,1975356,Venture - Series Unknown,1700000,EUR,1975356,,"Enterprise Ireland, Kernel Capital",2
AELER Technologies,https://www.crunchbase.com/organization/aeler-technologies-sa,"Artificial Intelligence, Information and Communications Technology (ICT), Information Technology, Internet of Things, Logistics, Security, Shipping, Supply Chain Management","Lausanne, Vaud, Switzerland",,2018-06-01,month,,,2018-12-01,300000,USD,300000,Pre-Seed,300000,USD,300000,Seed,,
keychain,https://www.crunchbase.com/organization/keychain,"Blockchain, Cyber Security, Financial Services, Information Technology, Security","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,,,2018-09-24,1000000,USD,1000000,Series A,1000000,USD,1000000,Early Stage Venture,"IDATEN Ventures, Monex Ventures",2
Bayonet,https://www.crunchbase.com/organization/bayonet,"Analytics, Big Data, Database, E-Commerce, FinTech, Fraud Detection, Identity Management, Machine Learning, Risk Management, Security","Mexico City, Distrito Federal, Mexico",,2016-01-01,month,,,2019-01-19,300000,USD,300000,Seed,300000,USD,300000,Seed,"ArkAngeles, Avalancha Ventures, MassChallenge, Mexamerica Ventures, Soldiers Field Angels",6
ArcusTeam,https://www.crunchbase.com/organization/arcusteam,"Android, Artificial Intelligence, Big Data, Cyber Security, Internet of Things, iOS, Linux","Tel Aviv-yafo, Tel Aviv, Israel",,2018-01-01,year,,,2018-11-01,300000,USD,300000,Pre-Seed,300000,USD,300000,Seed,TAU Ventures,1
Fortr3ss,https://www.crunchbase.com/organization/fortr3ss,"Apps, Security","Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",2015-08-05,day,,,2018-12-08,500000,USD,500000,Seed,500000,USD,500000,Seed,,
SimpleSense,https://www.crunchbase.com/organization/simplesense,"Public Safety, Security","Erie, Pennsylvania, United States","Great Lakes, Northeastern US",2017-10-02,day,,,2018-12-19,250000,USD,250000,Pre-Seed,250000,USD,250000,Seed,"Ben Franklin Technology Partners of Central and Northern Pennsylvania, Erie Insurance, InNEVator, Secure Erie Accelerator, Sierra Innovations",5
PAXAFE,https://www.crunchbase.com/organization/paxafe,"Security, Software","Milwaukee, Wisconsin, United States","Great Lakes, Midwestern US",2018-09-01,day,,,2018-09-01,300000,USD,300000,Seed,300000,USD,300000,Seed,gener8tor,1
GlobeKeeper,https://www.crunchbase.com/organization/globekeeper,"Communication Hardware, Messaging, Security","Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2014-08-01,day,,,2018-12-27,,,,Pre-Seed,,,,Seed,"500 Startups, TAU Ventures",2
Snode Technologies,https://www.crunchbase.com/organization/snode-technologies,"Computer, Network Security","Gauteng, NA - South Africa, South Africa",,2016-01-01,year,,,2019-06-13,50000,USD,50000,Grant,,,,,"Meltwater Entrepreneurial School of Technology (MEST), Microsoft",2
SecureStack,https://www.crunchbase.com/organization/securestack,"Cloud Infrastructure, Cloud Security, Cyber Security, SaaS","Gold Coast, Queensland, Australia","Asia-Pacific (APAC), Australasia",2017-11-07,day,,,2018-11-15,50000,AUD,36350,Pre-Seed,50000,AUD,36350,Seed,CyRise,1
BASU.COM,https://www.crunchbase.com/organization/robocopp,"Public Safety, Security, Wearables","Orinda, California, United States","San Francisco Bay Area, West Coast, Western US",2015-04-01,month,,,2018-07-05,400000,USD,400000,Seed,400000,USD,400000,Seed,Marcus Lange,1
PlantArcBio,https://www.crunchbase.com/organization/plantarcbio,"Agriculture, Biotechnology, Information Technology, Security","Givat Haim, HaMerkaz, Israel",,2014-01-01,year,,,2018-07-09,3000000,USD,3000000,Seed,3000000,USD,3000000,Seed,,
Securosis,https://www.crunchbase.com/organization/securosis,Cyber Security,"Phoenix, Arizona, United States","Greater Phoenix Area, Western US",2009-01-01,year,,,2018-10-17,2500000,USD,2500000,Seed,2500000,USD,2500000,Seed,"Gary Fish, Rally Ventures, Todd Headley",3
Q-Branch Labs,https://www.crunchbase.com/organization/q-branch-labs,"Hardware, Security","London, England, United Kingdom",European Union (EU),2017-01-01,year,,,2018-08-15,500000,USD,500000,Seed,500000,USD,500000,Seed,,
1702ai,https://www.crunchbase.com/organization/cinedit,"Augmented Reality, Public Safety, SaaS, Security, Virtual Reality","Hombrechtikon, Zurich, Switzerland",,2017-01-01,month,,,2018-07-01,100000,USD,100000,Pre-Seed,100000,USD,100000,Seed,Champel Capital,1
LeapYear Technologies,https://www.crunchbase.com/organization/leapyear-technologies,"Enterprise Software, Machine Learning, Security","Berkeley, California, United States","San Francisco Bay Area, West Coast, Western US",2014-12-09,day,,,2019-05-21,25600000,USD,25600000,Series B,25600000,USD,25600000,Early Stage Venture,"Bain Capital Ventures, John Thompson, Lightspeed Venture Partners, Nyca Partners, SGH CAPITAL",7
Agroninja,https://www.crunchbase.com/organization/agroninja-kft-2030,"Cyber Security, Health Care, Information Technology, Security","Csongrád, Csongrad, Hungary",European Union (EU),2017-01-01,year,,,2019-04-26,161000,EUR,179607,Seed,161000,EUR,179607,Seed,"Hiventures Investment Fund, OXO Labs Ltd.",2
Dimension,https://www.crunchbase.com/organization/dimension-293e,"Artificial Intelligence, Big Data, Blockchain, Natural Language Processing, Privacy, Security","Tokyo, Tokyo, Japan",Asia-Pacific (APAC),2017-12-01,day,,,2018-10-15,400000,USD,400000,Series A,400000,USD,400000,Early Stage Venture,"FREES FUND, NEO Global Capital (NGC)",2
Kapalya,https://www.crunchbase.com/organization/kapalya,"Cyber Security, File Sharing, Information Technology, Software","Honolulu, Hawaii, United States","Asia-Pacific (APAC), Western US",2015-04-16,day,,,2018-08-01,,,,Pre-Seed,,,,Seed,"Alchemist Accelrator, Gulfport Patel, Jonroj Sharma, Polfitz Polanco, Sudesh Kumar",5
StopDDoS,https://www.crunchbase.com/organization/stopddos,"Cloud Security, E-Commerce, Information Technology, Security","Hangzhou, Zhejiang, China",Asia-Pacific (APAC),,,,,2018-10-26,20000000,USD,20000000,Series A,20000000,USD,20000000,Early Stage Venture,"PSL Ventures, ULan Network",2
The CyberWire,https://www.crunchbase.com/organization/the-cyberwire,"Broadcasting, Computer, Network Security","Fulton, Maryland, United States","Greater Baltimore-Maryland Area, East Coast, Southern US",2012-09-01,month,,,2018-07-12,1390627,USD,1390627,Seed,1390627,USD,1390627,Seed,,
Noknox,https://www.crunchbase.com/organization/noknox,"Apps, Facility Management, Office Administration, SaaS, Security, Smart Building, Smart Home","Brasil, Sao Paulo, Brazil",,2016-09-01,day,,,2018-10-08,500000,USD,500000,Seed,500000,USD,500000,Seed,,
ProofID,https://www.crunchbase.com/organization/proofid,Identity Management,"Manchester, Manchester, United Kingdom",European Union (EU),2008-01-01,year,,,2019-02-22,3000000,GBP,3915902,Debt Financing,,,,,BOOST&Co,1
Orchid Labs,https://www.crunchbase.com/organization/orchid-labs,"Cyber Security, FinTech, Internet, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2017-01-01,year,,,2019-05-07,7000000,USD,7000000,Venture - Series Unknown,7000000,USD,7000000,,"Andreessen Horowitz, Blockchain Capital, BoxGroup, Kenetic, Sequoia Capital",18
xorlab,https://www.crunchbase.com/organization/xorlab,"CRM, Cyber Security, Information Technology","Zürich, Zurich, Switzerland",,2015-01-01,year,,,2018-12-13,1600000,CHF,1610101,Venture - Series Unknown,1600000,CHF,1610101,,"Hasler Foundation, Venture Kick, Zürcher Kantonal Bank",3
ContinYou,https://www.crunchbase.com/organization/continyou,"Health Care, Information Technology, Medical, Security","Sandnes, Rogaland, Norway","Nordic Countries, Scandinavia",,,,,2018-12-11,9000000,NOK,1049305,Venture - Series Unknown,9000000,NOK,1049305,,,
Cigent Technology,https://www.crunchbase.com/organization/cigent-technology,"Information Technology, Security","Fort Myers, Florida, United States","East Coast, Southern US",2018-01-01,year,,,2018-07-12,2502593,USD,2502593,Venture - Series Unknown,2502593,USD,2502593,,WestWave Capital,1
Debricked,https://www.crunchbase.com/organization/debricked,"Consulting, Cyber Security, Information Technology, Software","Malmö, Skane Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",,,,,2018-12-06,5300000,SEK,589689,Venture - Series Unknown,5300000,SEK,589689,,,
Shanghai AllDream Network Technology Co.,https://www.crunchbase.com/organization/shanghai-alldream-network-technology-co,Network Security,"Shanghai, Shanghai, China",Asia-Pacific (APAC),2014-01-01,year,,,2018-09-12,17500000,USD,17500000,Series B,17500000,USD,17500000,Early Stage Venture,"IDG Capital, Qianhai Fund of Funds, TAL Education Group",3
Uleska,https://www.crunchbase.com/organization/uleska,Cyber Security,"Belfast, Belfast, United Kingdom",European Union (EU),2016-02-01,month,,,2018-12-05,325000,GBP,413557,Venture - Series Unknown,325000,GBP,413557,,"Clarendon Fund Managers, Denis Murphy, techstart",3
APPVISORY™ by mediaTest digital,https://www.crunchbase.com/organization/mediatest-digital,"Mobile, Network Security, SaaS, Security","Hanover, Niedersachsen, Germany",European Union (EU),2012-07-02,day,,,2018-11-01,,,,Series C,,,,Late Stage Venture,"Enjoyventure Management, Hannover Beteiligungsfonds",2
Sthaler Ltd,https://www.crunchbase.com/organization/sthaler-ltd,"Identity Management, Mobile Payments, Payments","London, England, United Kingdom",European Union (EU),2012-01-01,year,,,2019-03-05,21990,GBP,28930,Equity Crowdfunding,21990,GBP,28930,,"Blue Star Capital, Crowdcube",2
Stringbean Technologies,https://www.crunchbase.com/organization/stringbean-technologies,"Art, Facilities Support Services, Information Technology, Security","Valley Stream, New York, United States","Greater New York Area, East Coast, Northeastern US",2015-01-01,year,,,2019-03-25,,,,Venture - Series Unknown,,,,,Dreamit Ventures,1
Gleam AI,https://www.crunchbase.com/organization/gleam-ai,"Analytics, Artificial Intelligence, Big Data, Cyber Security, Machine Learning, Network Security, Predictive Analytics, SaaS","Seville, Andalucia, Spain",European Union (EU),2017-12-18,day,,,2018-09-11,,,,Seed,,,,Seed,,
TruGrid,https://www.crunchbase.com/organization/trugrid,"Cloud Computing, Cyber Security, Enterprise Software, Internet, Software","Schaumburg, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",2017-06-08,day,,,2018-08-27,480000,USD,480000,Seed,480000,USD,480000,Seed,,
Cyber Innovative Technologies,https://www.crunchbase.com/organization/cyber-innovative-technologies,"Cyber Security, Management Consulting, Risk Management, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2018-09-01,day,,,2019-06-23,25000,USD,25000,Pre-Seed,25000,USD,25000,Seed,Itai Zarmi,1
Libify,https://www.crunchbase.com/organization/libify,"Elder Care, Health Care, Hospital, Security","Munich, Bayern, Germany",European Union (EU),2010-01-01,year,,,2018-10-11,6000000,EUR,6954110,Series B,6000000,EUR,6954110,Early Stage Venture,"Bayern Kapital GmbH, coparion, German Media Pool, Heliad Equity Partners, yabeo capital",5
Biodit Global Technology JSC,https://www.crunchbase.com/organization/biodit-global-technology-jsc,"Electronics, Hardware, Physical Security, Security, Software","Sofia, Grad Sofiya, Bulgaria",European Union (EU),2013-01-17,day,,,2018-07-31,292860,USD,292860,Undisclosed,292860,USD,292860,,"Impetus Capital, NEVEQ",2
Jiaotu Technology(Pepper Map Technology),https://www.crunchbase.com/organization/jiaotu-technology-pepper-map-technology,"Cyber Security, Enterprise","Beijing, Beijing, China",Asia-Pacific (APAC),,,,,2018-09-06,80000000,CNY,11702750,Corporate Round,80000000,CNY,11702750,,360 Enterprise Security Group,1
Hive.id,https://www.crunchbase.com/organization/hiveidentity,"Cyber Security, Fraud Detection, Identity Management, Internet","Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",2018-01-01,year,,,2019-03-25,40000,EUR,45261,Pre-Seed,40000,EUR,45261,Seed,Startup Wise Guys,1
Hmatix Inc,https://www.crunchbase.com/organization/hmatix,"Cyber Security, Health Care, Information Technology, Security","Sunnyvale, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2017-09-01,day,,,2018-10-03,500000,USD,500000,Seed,500000,USD,500000,Seed,,
KineticFuse,https://www.crunchbase.com/organization/kineticfuse,"Cyber Security, Network Security, Security","Tampa, Florida, United States","Tampa Bay Area, East Coast, Southern US",,,,,2019-03-25,,,,Venture - Series Unknown,,,,,Dreamit Ventures,1
Cloudscreen,https://www.crunchbase.com/organization/cloudscreen,Network Security,"Hangzhou, Zhejiang, China",Asia-Pacific (APAC),2016-01-01,year,,,2018-08-14,2907200,USD,2907200,Angel,2907200,USD,2907200,Seed,Northern Light Venture Capital,1
Yobitel Communications,https://www.crunchbase.com/organization/yobitel-communications,"Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Security, Cloud Storage, Communications Infrastructure, Consulting","Brighton, East Sussex, United Kingdom",European Union (EU),2014-08-22,day,,,2019-01-26,400000,USD,400000,Angel,400000,USD,400000,Seed,,
LuJam Internet Security,https://www.crunchbase.com/organization/lujam-internet-security,"Cyber Security, Information Technology, Internet","Bristol, Bristol, City of, United Kingdom",European Union (EU),2014-01-01,year,,,2018-11-20,25000,GBP,31968,Grant,,,,,NCSC Cyber Accelerator,1
Detexian,https://www.crunchbase.com/organization/detexian,"Enterprise, Information Technology, Security, Software","Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia",2018-05-17,day,,,2018-12-05,50000,AUD,36323,Seed,50000,AUD,36323,Seed,"500 Startups, CyRise, Right Click Capital",3
Zhitu Yuntian (c2sec),https://www.crunchbase.com/organization/zhitu-yuntian-c2sec,"Analytics, Cyber Security, Information Technology, Security","Beijing, Beijing, China",Asia-Pacific (APAC),2018-01-01,year,,,2019-03-19,10000000,CNY,1489891,Angel,10000000,CNY,1489891,Seed,"Cloud Angel Fund, Sequoia Capital China",2
Cocoon,https://www.crunchbase.com/organization/virtual-world-computing,"SaaS, Search Engine, Security, Software","Santa Barbara, California, United States","West Coast, Western US",2008-01-01,year,,,2019-01-01,50000,USD,50000,Seed,50000,USD,50000,Seed,EXPERT DOJO,1
Trilogy Technologies,https://www.crunchbase.com/organization/trilogy-technologies,"Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cyber Security, Information Technology, IT Infrastructure, Network Security","Dublin, Dublin, Ireland",European Union (EU),1998-01-01,year,,,2019-01-29,500000,USD,500000,Venture - Series Unknown,500000,USD,500000,,,
Privus,https://www.crunchbase.com/organization/privus,"Apps, Health Care, Information Technology, Security","Zug, Zug, Switzerland",,,,,,2018-10-10,635000,USD,635000,Seed,635000,USD,635000,Seed,Rubicon Venture Capital,1
LCubed AB (iGrant.io),https://www.crunchbase.com/organization/igrant-io,"Cloud Data Services, Information Technology, Internet, Mobile Apps, Security, Software","Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",2017-11-10,day,,,2018-07-20,150000,USD,150000,Pre-Seed,150000,USD,150000,Seed,,
Rejjee,https://www.crunchbase.com/organization/rejjee,"Cyber Security, Mobile Apps, Travel","Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",2014-01-10,day,,,2018-08-01,,,,Seed,,,,Seed,,
ANOVA Intelligence,https://www.crunchbase.com/organization/societas-analytics,"Big Data, Cyber Security, Predictive Analytics","Herndon, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",2018-01-01,year,,,2018-09-01,60000,USD,60000,Pre-Seed,60000,USD,60000,Seed,CIT GAP Funds,1
Guardtime,https://www.crunchbase.com/organization/guardtime,"Cyber Security, Network Security","Irvine, California, United States","Greater Los Angeles Area, West Coast, Western US",2007-05-10,day,,,2019-05-29,,,,Corporate Round,,,,,SICPA,1
Hut Six Security,https://www.crunchbase.com/organization/hut-six-security,"Cyber Security, Security","Newport, Newport, United Kingdom",European Union (EU),2016-01-01,year,,,2019-07-11,450000,GBP,563458,Seed,450000,GBP,563458,Seed,"Development Bank of Wales, The Waterloo Foundation, The Welsh Government, Wesley Clover",4
KnowMeNow,https://www.crunchbase.com/organization/knowmenow,"Blockchain, File Sharing, Information Services, Information Technology, Payments, Security","Málta, Messinia, Greece",European Union (EU),2017-11-01,month,,,2018-08-01,400000,EUR,466500,Seed,400000,EUR,466500,Seed,,
Hawque,https://www.crunchbase.com/organization/hawque,"Mobile Apps, Public Safety, Security","Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",2017-02-02,day,,,2018-07-26,350000,USD,350000,Convertible Note,,,,,,
Osprey,https://www.crunchbase.com/organization/osprey-f2db,"Aerospace, Security","Alton, St. Helens, United Kingdom",European Union (EU),2017-11-01,month,,,2018-07-01,1099939,GBP,1452912,Venture - Series Unknown,1099939,GBP,1452912,,24 Haymarket,1
iCommunity,https://www.crunchbase.com/organization/icommunity,"Apps, Communities, Security","Cairo, Al Qahirah, Egypt",,2016-01-01,year,,,2018-10-02,600000,USD,600000,Series A,600000,USD,600000,Early Stage Venture,Algebra Ventures,1
Hunit,https://www.crunchbase.com/organization/hunit,"Blockchain, Cryptocurrency, FinTech, Information Technology, Security","Oslo, Oslo, Norway","Nordic Countries, Scandinavia",2018-09-01,day,,,2018-09-16,500000,EUR,581202,Seed,500000,EUR,581202,Seed,,
iHackLabs,https://www.crunchbase.com/organization/ihacklabs,"Cyber Security, Information Technology","London, England, United Kingdom",European Union (EU),2015-01-01,year,,,2018-11-20,25000,GBP,31968,Grant,,,,,NCSC Cyber Accelerator,1
Red Core Security,https://www.crunchbase.com/organization/red-core-security,"Information Technology, Internet, Security, Web Development","Beijing, Beijing, China",Asia-Pacific (APAC),2013-01-01,year,,,2018-08-07,250000000,CNY,36590363,Series C,250000000,CNY,36590363,Late Stage Venture,"Besin Capital, Fortune Venture Capital, Morningside Venture Capital, Semir Garment",4
E-Sign,https://www.crunchbase.com/organization/e-sign,"Electronics, Information Technology, Security","Liverpool, Liverpool, United Kingdom",European Union (EU),2011-01-01,year,,,2019-04-02,83180,GBP,109189,Equity Crowdfunding,83180,GBP,109189,,Crowdcube,1
"OpenAVN, Inc",https://www.crunchbase.com/organization/openavn,"Architecture, Blockchain, Cloud Security, Crowdsourcing, Cyber Security, Network Security, Security, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2017-08-01,month,,,2018-08-21,150000,USD,150000,Pre-Seed,150000,USD,150000,Seed,MetaSquare Holdings,1
Logical Safety,https://www.crunchbase.com/organization/logical-safety,"Information Technology, Security, Software","Leiria, Leiria, Portugal",European Union (EU),2017-01-01,year,,,2019-01-01,500000,EUR,573075,Seed,500000,EUR,573075,Seed,Portugal Ventures,1
Glotech (Grandhonor),https://www.crunchbase.com/organization/glotech-grandhonor,"Big Data, Information Technology, Internet, Security","Shanghai, Shanghai, China",Asia-Pacific (APAC),2014-01-01,year,,,2018-10-12,14436889,USD,14436889,Series A,14436889,USD,14436889,Early Stage Venture,Addor Capital,1
Biometric Identification Data,https://www.crunchbase.com/organization/bid,"Artificial Intelligence, Biometrics, Computer Vision, Information Technology, Internet, Security","Yaroslavl, Yaroslavl', Russian Federation",,2018-02-01,day,,,2019-02-01,2500000,RUB,38194,Seed,2500000,RUB,38194,Seed,Internet Initiatives Development Fund (IIDF),1
WebTotem,https://www.crunchbase.com/organization/webtotem,Cyber Security,"Tallinn, Harjumaa, Estonia",European Union (EU),2017-04-01,day,,,2019-03-25,40000,EUR,45261,Pre-Seed,40000,EUR,45261,Seed,Startup Wise Guys,1
Hotspoter,https://www.crunchbase.com/organization/hotspoter,"Business Intelligence, Enterprise Software, Finance, Information Services, Location Based Services, Logistics, Marketing, Security, Software",Belgrade,,2018-10-15,day,,,2019-05-23,15000,EUR,16777,Pre-Seed,15000,EUR,16777,Seed,EIT Digital Accelerator,1
Moyunsec.com,https://www.crunchbase.com/organization/moyunsec-com,"Information Technology, Network Security, Service Industry","Haidian, Beijing, China",Asia-Pacific (APAC),2017-01-01,year,,,2019-06-14,,,,Series A,,,,Early Stage Venture,"BlueRun Ventures, Legend Star, Vision Knight Capital",3
Swiss Security Solutions,https://www.crunchbase.com/organization/swiss-security-solutions,"Business Intelligence, Consulting, Cyber Security, Fraud Detection, Management Consulting, Physical Security, Privacy, Public Safety, Security","Zürich, Zurich, Switzerland",,2018-01-08,day,,,2019-04-01,,,,Seed,,,,Seed,,
Vault One,https://www.crunchbase.com/organization/vault-one,"Computer, Cyber Security, Network Security","Curitiba, Parana, Brazil",,,,,,2019-01-07,150000,BRL,40154,Pre-Seed,150000,BRL,40154,Seed,ACE Startups,1
Datacloak,https://www.crunchbase.com/organization/datacloak,"Cyber Security, Information Technology, Security","Shenzhen, Guangdong, China",Asia-Pacific (APAC),2018-01-01,year,,,2018-09-21,5000000,USD,5000000,Seed,5000000,USD,5000000,Seed,Matrix Partners China,1
Neki,https://www.crunchbase.com/organization/neki,"Elder Care, Family, Security","Zaragoza, Aragon, Spain",European Union (EU),2014-09-01,month,,,2018-10-25,190000,EUR,216133,Venture - Series Unknown,190000,EUR,216133,,"Ship2B, SODIAR, Top Seeds Lab",3
Narya Security,https://www.crunchbase.com/organization/narya-security,"Cyber Security, Network Security",,,2017-11-30,day,,,2018-09-27,100000,USD,100000,Convertible Note,,,,,"Ameren Accelerator, Capital Innovators, Heroic Ventures",3
norbloc,https://www.crunchbase.com/organization/norbloc,"Banking, Blockchain, Business Information Systems, Compliance, FinTech, Identity Management","Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",2016-06-01,month,,,2018-11-01,,,,Non-equity Assistance,1600000,USD,1600000,Seed,"DIFC FinTech Hive, Digital Currency Group, Inbox Capital, Marathon Venture Capital, Otiva",6
Drainware,https://www.crunchbase.com/organization/drainware,Security,"León, Castilla y Leon, Spain",European Union (EU),2011-01-15,day,,,2018-07-24,200000,EUR,233691,Seed,200000,EUR,233691,Seed,,
Allied Universal,https://www.crunchbase.com/organization/allied-universal,Security,"Conshohocken, Pennsylvania, United States","Greater Philadelphia Area, Great Lakes, Northeastern US",1957-01-01,year,,,2019-02-21,,,,Private Equity,,,,Private Equity,Caisse de Depot et Placement du Quebec,1
Barac,https://www.crunchbase.com/organization/barac,"Analytics, Big Data, Cyber Security, Fraud Detection, Information Technology, Machine Learning, Risk Management","London, England, United Kingdom",European Union (EU),2016-01-01,year,,,2018-12-06,,,,Seed,,,,Seed,"Barclays Accelerator, powered by Techstars - London, David Castle, NCSC Cyber Accelerator, Techstars",4
Nova Leah,https://www.crunchbase.com/organization/nova-leah,"Compliance, Cyber Security, Enterprise Software, Medical Device, Risk Management","Dundalk, Louth, Ireland",European Union (EU),2015-01-01,year,,,2019-03-04,3700000,EUR,4194516,Venture - Series Unknown,3700000,EUR,4194516,,"COSIMO Ventures, Enterprise Ireland, Kernel Capital, Suir Valley Venture",4
Karsa,https://www.crunchbase.com/organization/karsa,"Information Technology, Security","Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",2016-01-01,year,,,2018-11-01,50000,EUR,57012,Grant,,,,,European Innovation Council,1
Dathena Science,https://www.crunchbase.com/organization/dathena-science,"Artificial Intelligence, Big Data, Cyber Security, FinTech, Machine Learning, Natural Language Processing","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2016-01-01,year,,,2019-03-25,,,,Venture - Series Unknown,,,,,"CerraCap Ventures, Demetis, MS&AD Ventures",3
